port,country,phone,email,website
"Port of Port Huron, United States",United States,+1 81 09849760  ,phrec@porthuron.org,http://www.porthuron.org/
"Port of Rochester, United States",United States,+1 58 54288212‎ ,n/a,http://www.cityofrochester.gov/
"Port of Revere, United States",United States,n/a,n/a,n/a
"Excursion Inlet, United States",United States,n/a,n/a,n/a
"Port of Key West, United States",United States,+1 30 58093790 ,rarcher@keywestcity.com,http://www.keywestcity.com/
"Port of Sandwich, United States",United States,n/a,n/a,n/a
"Port of Fort Bragg, United States",United States,+1 70 79612823 ,n/a,http://ci.fort-bragg.ca.us/
"Wychmere Harbor, United States",United States,n/a,n/a,n/a
"Ballena Bay, United States",United States,n/a,n/a,n/a
"Port of La Pointe, United States",United States,n/a,n/a,n/a
"Wrightsville Beach, United States",United States,n/a,n/a,n/a
"Port of Sutton , United States",United States,n/a,n/a,n/a
"Port of South Vallejo, United States",United States,n/a,n/a,n/a
"Loch Lomond Yacht Harbor, United States",United States,+1 415-454-7228  ,Info@LochLomondMarina.com,http://lochlomondmarina.com/
"Petoskey Harbor, United States",United States,n/a,n/a,n/a
"Port of Bay City, United States",United States,+1 97 92455831 ,Port@portofbaycity.com,http://www.portofbaycity.com/
"Port of Brunswick, United States",United States,+1 88 86457304 ,n/a,http://www.gaports.com/
"Port Williams Seaplane Base, United States",United States,n/a,n/a,n/a
"Port of Anchorage, United States",United States,n/a,n/a,http://www.portofanchorage.org/
"North Harbor, United States",United States,n/a,n/a,n/a
"Low Island Anchorage, United States",United States,n/a,n/a,n/a
"Waukegan Harbor, United States",United States,+1 84 72443133 ,wkgnport@waukeganport.com,http://www.waukeganport.com/
"Port of Florence, United States",United States,+1 25 67675388 ,info@portofflorence.org,http://www.portofflorence.org/
"Ontonagon Harbor, United States",United States,+1 90 68846165 ,ontcofc@up.net,http://www.ontonagonmi.org/
"Southwest Harbor, United States",United States,+1 207 2445404 ,swharbor@roadrunner.com,http://www.southwestharbor.org/
"Port of Texport, United States",United States,n/a,n/a,n/a
"Steamboat Bay, United States",United States,n/a,n/a,n/a
"Port of Kennewick, United States",United States,+1 50 95861186 ,pok@portofkennewick.org,http://www.portofkennewick.org/
"Port of Harbor Beach, United States",United States,+1 98 94799707 ,n/a,http://www.harborbeachmi.org/
"No Name Harbor, United States",United States,n/a,n/a,n/a
"Knudson Cove Marina, United States",United States,+1 907 2478500 ,n/a,http://www.knudsoncovemarina.com/
"Swanport Harbor, United States",United States,n/a,n/a,n/a
"Hoonah Harbor, United States",United States,+1 90 79453670 ,hoonahharbor@gmail.com,n/a
"Honuapo, United States",United States,n/a,n/a,n/a
"Port of Searsport, United States",United States,+1 20 76243564 ,john.henshaw@maineports.com,http://www.maineports.com/
"Port of Vermilion, United States",United States,+1 44 09677087 ,n/a,http://www.cityofvermilion.org/
"Port of Greater Baton Rouge, United States",United States,+1 22 53421660 ,hardmanj@portgbr.com,http://www.portgbr.com/
"South Amboy, United States",United States,n/a,n/a,n/a
"Port of Yazoo County, United States",United States,+1 662 7461273 ,hcote57@bellsouth.net,n/a
"Port of Davant, United States",United States,n/a,n/a,n/a
"Rockland, United States",United States,n/a,n/a,n/a
"Port San Luis Harbor , United States",United States, +1 80 55955400 ,admin@portsanluis.com,http://www.portsanluis.com/
"Port of Kalama, United States",United States,+1 36 06732325 ,pok@portofkalama.com,http://www.portofkalama.com/
"Port of Orange, United States",United States,+1 40 98834363 ,gbouillion@portoforange.com,http://www.portoforange.com/
"Port of Mackinaw City, United States",United States,+1 906 8473351  ,info@arnoldline.com,http://www.arnoldline.com/
"Port Obrien, United States",United States,n/a,n/a,n/a
"Port of Tri-city, United States",United States,+1 61 88778444 ,bwydra@tricityport.com,http://www.tricityport.com/
"Port of Willapa Harbor, United States",United States,+1 36 09423422  ,n/a,http://www.portofwillapaharbor.com/
"Port of Rosedale, United States",United States, +1 66 27596212 ,n/a,http://www.portofrosedale.com/
"Seneca Terminal, United States",United States,+1 815 3576794 ,administrator@senecaport.com,http://www.senecaport.com
"Humboldt Harbor, United States",United States,n/a,n/a,n/a
"Port of South Louisiana, United States",United States,+1 98 56529278 ,info@portsl.com,http://www.portsl.com/
"Criehaven Harbor, United States",United States,n/a,n/a,n/a
"Edna Bay Harbor, United States",United States,+1 907 465 1781 ,n/a,n/a
"Port of Nonopapa, United States",United States,n/a,n/a,n/a
"St Clair Harbour, United States",United States,n/a,n/a,n/a
"Quek Harbor, United States",United States,n/a,n/a,n/a
"Nahcotta Bay, United States",United States,n/a,n/a,n/a
"Ugashik Harbor, United States",United States,n/a,n/a,n/a
"Port of Bethel, United States",United States,+1 90 75432310 ,pwilliams@cityofbethel.net,http://www.cityofbethel.org/
"Port of Troy, United States",United States,+1 51 82704401 ,n/a,http://www.troyny.gov/
"Port of Angoon, United States",United States,+1 907 788 3653 ,n/a,n/a
"Paducah/McCracken Port, United States",United States,+1 270 442-9326 ,info@paducahriverport.org,http://paducahriverport.org/
"Port of Gulfport, United States",United States,+1 22 88654300 ,info@shipmspa.com,http://www.shipmspa.com/
"Port Of Mattawa, United States",United States,+1 50 99324928 ,bob@portofmattawa.org,http://www.portofmattawa.org/
"Port of Long Beach, United States",United States,+1 56 24370041 ,info@polb.com,http://www.polb.com/
"Port of Palacios, United States",United States,+1 36 19725556 ,info@portofpalacios.com,http://portofpalacios.com/
"North Anchorage, United States",United States,n/a,n/a,n/a
"Cojo Anchorage, United States",United States,n/a,n/a,n/a
"Port of Avon, United States",United States,n/a,n/a,n/a
"Northeast Harbor, United States",United States,+1 207 2883338  ,n/a,http://www.visitnortheastharbor.com/neh/harbor.html
"Port of Convent, United States",United States,n/a,n/a,n/a
"Port of Escanaba, United States",United States,+1 90 67869614 ,n/a,n/a
"New Castle Harbor, United States",United States,n/a,n/a,n/a
"Racine Harbor, United States",United States,+1 88 87821454 ,n/a,http://racine.wi.net/
"Port of Pasco, United States",United States,+1 50 95473378 ,portofpasco@portofpasco.org,http://www.portofpasco.org/
"Port of Southtex, United States",United States,n/a,n/a,n/a
"Richmond Marina Bay, United States",United States,n/a,n/a,n/a
"Holland Harbor, United States",United States,+1 61 63551300 ,info@cityofholland.com,http://www.cityofholland.com/
"Port of Burlington, United States",United States,319-753-8120 ,n/a,http://www.burlingtoniowa.org/
"Port Hobron, United States",United States,n/a,n/a,n/a
"Leonardo Harbor, United States",United States,n/a,n/a,n/a
"Port of Kansas City, United States",United States,+1 816 6912135 ,info@kcportauthority.com,http://www.kcportauthority.com
"Morro Bay Harbor, United States",United States,+1 80 57726254 ,ralgert@morro-bay.ca.us,http://www.morro-bay.ca.us/
"Mount Desert Harbor, United States",United States,+1 20 72765737 ,n/a,n/a
"Port of St. Michael, United States",United States,+1 24 64304700 ,postmaster@barbadosport.com,n/a
"Davenport, United States",United States,n/a,n/a,n/a
"Montauk Harbor, United States",United States,+1 63 16681261 ,n/a,n/a
"Wrangell Harbor, United States",United States,+1 907 874-3736 ,harbor@wrangell.com,n/a
"Albatross Anchorage, United States",United States,n/a,n/a,n/a
"Newport News Marine Terminal (NNMT), United States",United States,+1 757 6832139 ,kabt@portofvirginia.com,http://www.portofvirginia.com/
"Cape Charles Harbor, United States",United States,+1 75 73312357 ,harbormaster@capecharles.org,http://www.capecharles.org/harbor.htm
"Port of Pensacola, United States",United States,+85 04365076 ,cmathis@portofpensacola.com,http://www.portofpensacola.com/
"Port of Baytown, United States",United States,n/a,n/a,n/a
"Port of Wilmington, United States",United States,+1 30 24727800 ,gbailey@port.state.de.us,http://portofwilmington.com/
"Kaunakakai Harbor, United States",United States,+1 80 85531742 ,n/a,http://hawaii.gov/
"Hyder Harbor, United States",United States,+1 907 465 1781 ,n/a,n/a
"Iliuliuk Harbor, United States",United States,n/a,n/a,n/a
"Darien Port, United States",United States,n/a,n/a,n/a
"Port of Duluth, United States",United States,+1 21 87278525 ,admin@duluthport.com,http://www.duluthport.com/
"Norwalk Harbor, United States",United States,+1 203 847 0352 ,n/a,http://www.norwalkct.org/
"Gladstone Harbor , United States",United States,+1 90 64282916 ,harbor@gladstonemi.com,http://www.gladstonemi.org/?harbor
"Shishmaref Harbor, United States",United States,+1 90 76493821 ,tc.shh@kawerak.org,n/a
"Port of Port Aransas, United States",United States,+1 36 17495919 ,info@portaransas.org,http://www.portaransas.org/
"Port of Mansfield, United States",United States,+1 800 6635707  ,wcndpm@granderiver.net,http://www.texasports.org
"Port of Point Wells, United States",United States,n/a,n/a,n/a
"Port of Sparrow's Point, United States",United States,n/a,n/a,n/a
"Port of Deer Park, United States",United States,n/a,n/a,n/a
"Port of Braithwaite, United States",United States,n/a,n/a,n/a
"Courtland, United States",United States,n/a,n/a,n/a
"Grantley Harbor, United States",United States,n/a,n/a,n/a
"Port of Redwood City , United States",United States,+1 65 03064150 ,portofrc@redwoodcityport.com,http://www.redwoodcityport.com/
"Johnston Island Harbour, United States",United States,n/a,n/a,n/a
"Port of Montgomery, United States",United States,+1 334-441-7003 ,jlyons@asdd.com,http://www.asdd.com/
"West Point (Glass Island Landing), United States",United States,+1 804 3671000 ,boat-reg@dgif.virginia.gov,http://www.dgif.virginia.gov/
"Port of Marinette (Menominee), United States",United States,+1 71 57325120 ,n/a,http://www.marinette.wi.us/
"Port of Ludington, United States",United States,+1 23 18456237 ,n/a,http://www.ludington.mi.us/
"Sayreville Harbor, United States",United States,n/a,n/a,n/a
"Port of Bristol Bay, United States",United States,+1 907 2466168 ,portbb@bristolbay.com,http://theborough.com/port.html
"Port of Quincy , United States",United States,+1 50 97873715 ,port_of_quincy@earthlink.net,http://www.portofquincy.org/
"Ouzinkie Harbor, United States",United States,n/a,n/a,n/a
"Port of Ashland, United States",United States,+1 71 56827049 ,n/a,http://www.ci.ashland.wi.us/
"Neah Bay Harbor , United States",United States,+1 36 06453012 ,n/a,http://neahbaychamberofcommerce.com/
"Eagle Harbor, United States",United States,+1 90 45145447 ,evan@ConnectToNeighbors.com,http://www.eagleharboronline.com/
"Port Wing Harbor, United States",United States,n/a,info@portwingwi.com,http://www.portwingwi.com/
"Port of Marquette, United States",United States,+1 90 64755595 ,n/a,http://www.mqtinfo.org/
"Sanak Harbor, United States",United States,n/a,n/a,n/a
"Rio Vista Harbor, United States",United States,+1 70 73746451 ,n/a,http://www.rio-vista-ca.com/
"Port of Morrow, United States",United States,n/a,n/a,n/a
"Port of Albany-Rensselaer, United States",United States,+1 73 23901711 ,rhendrick@portofalbany.us,http://www.portofalbany.com/
"St Ignace Harbor, United States",United States,+1 90 66436950 ,n/a,http://www.stignace.com/
"New Bern Marina, United States",United States,+1 252 6380318 ,n/a,http://www.newberngrandmarina.com/
"Bernard Harbor, United States",United States,n/a,n/a,n/a
"Port of Georgetown, United States",United States,+1 84 35274476 ,DSchronce@SCSPA.com,http://www.port-of-charleston.com/
"Port of Harbor Springs, United States",United States,+1 23 15262104 ,citymanager@cityofharborsprings.com,http://www.cityofharborsprings.com/
"Port of Central Ferry, United States",United States,+1 50 93973791 ,info@portwhitman.com,http://www.portwhitman.com/
"Bath Harbor , United States",United States,+1 25 29235711 ,Bathsail@aol.com,http://www.bathharbor.com/
"Port of Bear Island, United States",United States,n/a,n/a,n/a
"Port of Dunkirk , United States",United States,n/a,n/a,n/a
"Southwest Pass, United States",United States,n/a,n/a,n/a
"Port of Green Bay , United States",United States,+1 92 04924950 ,haen_dr@co.brown.wi.us,http://www.portofgreenbay.com/
"Madisonville Harbor, United States",United States,n/a,n/a,n/a
"Port of  Shepard Point, United States",United States,n/a,n/a,n/a
"Port Lions, United States",United States,n/a,n/a,n/a
"Port of Algoma, United States",United States,+1 92 04872232  ,algomamarina@wizunwired.net,http://www.algomacity.org/
"Empire Harbor, United States",United States,+1 51 84324276   ,info@ehmptl.com,http://www.ehmptl.com/
"South Bristol Harbor, United States",United States,n/a,n/a,n/a
"Port of Isabel, United States",United States,+1 95 69437826 ,pisbndrc@yahoo.com,http://www.portofportisabel.com/
"Port of Chelan County, United States",United States,+1 50 96635159 ,n/a,http://www.ccpd.com/
"Port of Pend Oreille, United States",United States,+1 50 94451090 ,pova@povarr.com,http://www.povarr.com/
"Kenai Harbor, United States",United States,+1 90 72837535 ,n/a,http://www.ci.kenai.ak.us/
"Port of New York, United States",United States,+1 97 35654340 ,InspectorGeneral@panynj.gov,http://www.panynj.gov/
"Port Heiden, United States",United States,+1 907 8372209 ,cityofpth@hotmail.com,http://www.commerce.state.ak.us/
"Port of Geismar, United States",United States,n/a,n/a,n/a
"Little Port Walter Marine Station, United States",United States,+1 907 7236003 ,Bill.Heard@noaa.gov,http://www.afsc.noaa.gov/
"Pillar Point Harbor, United States",United States,+1 65 07265727 ,harbormaster@smharbor.com,http://www.smharbor.com/
"North Bend Bay, United States",United States,+1 541 2677678 ,portcoos@portofcoosbay.com,http://www.portofcoosbay.com/
"Port of New London, United States",United States,+1 40 19416326 ,n/a,n/a
"Port of Honolulu, United States",United States,+1 80 85872050 ,n/a,http://hawaii.gov/
"Port of Lake Charles, United States",United States,+1 33 74393661 ,marketing@portlc.com,http://www.portlc.com/
"Rockport, United States",United States,n/a,n/a,n/a
"Orange Beach Marina, United States",United States,+1 251-981-4207 ,info@orangebeachmarina.com,http://www.orangebeachmarina.com/
"Port of Tampa, United States",United States,+1 81 39057678  ,n/a,http://www.tampaport.com/2
"Stockdale Harbor, United States",United States,n/a,n/a,n/a
"Port of San Diego, United States",United States,+1 61 96866200 ,customerservicecenter@portofsandiego.org,http://www.portofsandiego.org/
"Port Socony Reach, United States",United States,n/a,n/a,n/a
"Makushin, United States",United States,n/a,n/a,n/a
"Port of South Louisiana (St.James Parish), United States",United States,+1 98 56529278 ,info@portsl.com,http://www.portsl.com/
"Hydaburg Harbor, United States",United States,+1 90 72853758 ,n/a,n/a
"Port of Beaumont, United States",United States,+1 40 98355367 ,info@portofbeaumont.com,http://www.portofbeaumont.com/
"Ashtabula Harbor , United States",United States,+1 44 09927154 ,n/a,http://www.ashtabulacityport.com/
"Port of Poughkeepsie, United States",United States,+1 84 54514200 ,bbiron@cityofpoughkeepsie.com,http://cityofpoughkeepsie.com/
"Pilot Point Harbor, United States",United States,+1 907 797 2200 ,cityofpilotpoint@yahoo.com,http://www.commerce.state.ak.us/
"Manistique Harbor, United States",United States,+1 90 63412290 ,manistiquerecreation@live.com,http://www.cityofmanistique.org/
"Port of Havre De Grace, United States",United States,+1 41 09396724 ,n/a,n/a
"Buffington Harbor, United States",United States,n/a,n/a,n/a
"Bear Point Marina, United States",United States,+1 251-981-2327 ,dockmaster@bearpointmarina.com,http://www.bearpointmarina.com/
"Port of Boston, United States",United States,+1 617 5685000 ,communications@massport.com,http://www.massport.com/
"Port of Columbia, United States",United States,+1 50 93822577 ,portoc@columbiainet.com,http://www.portofcolumbia.org/
"Bodega Harbor and Marina, United States",United States,+1 707 8752354 ,info@portobodega.com,http://www.portobodega.com/
"Port of Monroe, United States",United States,+1 73 42416480 ,mail@portofmonroe.com,http://www.portofmonroe.com/
"Sitka Harbor , United States",United States,+1 90 77473439 ,stan@cityofsitka.com,http://www.cityofsitka.com/
"Yakutat Harbor, United States",United States,+1 90 77843323   ,ervgrass@hotmail.com,http://www.yakutatak.govoffice2.com/
"Prudhoe Bay, United States",United States,n/a,n/a,n/a
"Port of Delaware  , United States",United States,+1 302 571-6300 ,n/a,n/a
"Port of Lemont, United States",United States,n/a,n/a,n/a
"Noank Harbor, United States",United States,n/a,n/a,n/a
"Bay Bridge Marina, United States",United States,+1 410.643.3162 ,res@baybridgemarina.com,http://www.baybridgemarina.com/
"Port of Brownsville, United States",United States,+1 95 68314592 ,grico@portofbrownsville.com,http://www.portofbrownsville.com/
"Kennebunkport Harbor, United States",United States,+1 20 79674243 ,n/a,http://www.town.kennebunkport.me.us/
"Port of Salem Nj, United States",United States,+1 856 9356380 ,n/a,n/a
"Port of Dewatto, United States",United States,+1 36 03722695 ,portmanager@dewattoport.com,http://www.dewattoport.com/
"Salem Harbor, United States",United States,n/a,n/a,n/a
"Sorrento Harbor, United States",United States,n/a,n/a,n/a
"Port of Massacre Bay, United States",United States,n/a,n/a,n/a
"Port of Port Allen, United States",United States,+1 22 53465670 ,n/a,http://www.portallen.org/
"Chaumont Harbor, United States",United States,n/a,n/a,n/a
"Port of Baltimore, United States",United States,+1 41 03854444 ,n/a,http://pobdirectory.com/
"Saco, United States",United States,n/a,n/a,n/a
"Rouge River Harbor , United States",United States,n/a,n/a,n/a
"Port of Antioch, United States",United States,n/a,n/a,n/a
"Port of Yorktown, United States",United States,+1 75 78903317 ,n/a,http://www.yorkcounty.gov/
"Edenton Harbor, United States",United States,n/a,n/a,http://www.townofedenton.com/
"Port of Clayton, United States",United States,+1 31 56863512 ,n/a,http://townofclayton.com/
"Port of Swansboro, United States",United States,+1 910 3261174 ,swansboronc@tcp2.com,http://www.swansborochamber.org/
"Haymark Terminal Harbor, United States",United States,n/a,n/a,n/a
"Port of Cold Bay, United States",United States,+1 90 75322401 ,coldbayak@arctic.net,n/a
"Orca, United States",United States,n/a,n/a,n/a
"Whaleman harbor, United States",United States,n/a,n/a,n/a
"Chula Vista Harbor, United States",United States,+1 619 422-2595  ,Slips@cymchulavista.com,http://www.cymchulavista.com/
"Port of Lewiston, United States",United States,+1 20 87435531 ,portinfo@lewiston.com,http://www.portoflewiston.com/
"Isleton, United States",United States,n/a,n/a,n/a
"Port Oconnor, United States",United States,n/a,n/a,n/a
"Frenchboro Harbor, United States",United States,+1 20 73342933 ,seachimes@tds.net,n/a
"Simeonof Harbor, United States",United States,n/a,n/a,n/a
"Baraga Harbor, United States",United States,+1 90 63552256  ,n/a,n/a
"Unalakleet Harbor, United States",United States,n/a,n/a,n/a
"Port of St. Louis, United States",United States,+1 314 6223400 ,nicholsn@stlouiscity.com,http://stlouis.missouri.org
"Whittier Harbor, United States",United States,+1 90 74722327 ext 115 ,harbormaster@whittieralaska.gov,http://www.whittieralaska.gov/
"Port of Petersburg, United States",United States,+1 72 78937111 ,port@stpete.org,http://stpete.org/port/
"Kasaan Harbor, United States",United States,n/a,n/a,n/a
"Port Graham, United States",United States,n/a,n/a,n/a
"Traverse City Harbor, United States",United States,+1 23 19224480  ,cityinfo@traversecitymi.gov,http://www.ci.traverse-city.mi.us/
"Port of Baralof Bay, United States",United States,n/a,n/a,n/a
"Pinole Point Pier, United States",United States,+1 888 327 2757 ,n/a,http://www.ebparks.org/
"Port of Alabaster, United States",United States,n/a,n/a,n/a
"Fields Landing Harbor, United States",United States,n/a,n/a,n/a
"Port of Coos Bay, United States",United States,+1 54 12677678 ,portcoos@portofcoosbay.com,http://www.portofcoosbay.com/
"Castine Harbor, United States",United States,+1 20 73264502 ,n/a,http://www.castine.me.us/
"Village Cove Harbor, United States",United States,n/a,n/a,n/a
"South Haven Harbor , United States",United States,+1 26 96370700 ,joeguilford@south-haven.com,http://www.south-haven.com/
"Port of Whitman County, United States",United States,+1 50 93973791 ,info@portwhitman.com,http://www.portwhitman.com/
"Port of Plymouth , United States",United States,n/a,n/a,n/a
"Copper Harbor, United States",United States,+1 90 62894274 ,chwelcome@gmail.com,http://www.copperharbor.org/
"Gaviota, United States",United States,n/a,n/a,n/a
" Port of Jonesport, United States",United States,+1 20 74975926 ,n/a,n/a
"Stamford Harbor , United States",United States,+1 20 39774140 ,jpatrickb@aol.com,http://www.cityofstamford.org/
"Sinco Pipeline System and Colex-Pasadena Terminal, United States",United States,+1 713 2416161  ,ShellCustomerCare@shell.com,http://www.shell.us/
"Machiasport Harbor, United States",United States,+1 207 2556621 ,john.henshaw@maineports.com,http://www.maineports.com/
"Mackinac Island State Harbor, United States",United States,+1 906 8473561 ,n/a,http://www.michigan.gov/
"Santa Cruz Harbor, United States",United States,+1 83 14756161 ,scpd@santacruzharbor.org,http://www.santacruzharbor.org/
"Mariners Harbor (Staten Island), United States",United States,n/a,n/a,n/a
"Port of Tanani Point, United States",United States,n/a,n/a,n/a
"Port of Freeport, United States",United States,+1 97 92332667 ,tielke@portfreeport.com,http://www.portfreeport.com/
"Deer Harbor, United States",United States,n/a,n/a,n/a
"South Harpswell Harbor, United States",United States,n/a,n/a,n/a
"Edgartown Harbor , United States",United States,+1 50 86274746 ,info@edgartownharbor.com,http://www.edgartownharbor.com/
"Port of Centralia, United States",United States,+1 36 07363527 ,n/a,http://www.portofcentralia.com/
"Matagorda Harbor, United States",United States,+1 97 98632103 ,harbor@portofbaycity.com,http://www.matagordaharbor.com/
"Port of San Juan Cannery, United States",United States,n/a,n/a,n/a
"Port of Algonac, United States",United States,+1 81 07949361 ,n/a,http://www.algonac-mi.gov/
"Mccord, United States",United States,n/a,n/a,n/a
"Port of Klawock, United States",United States,+1 90 77552260 ,n/a,http://www.cityofklawock.com/
"Maurer Harbor, United States",United States,n/a,n/a,n/a
"Lynn Harbor, United States",United States,+1 78 15926010 ,Lynnharbor@aol.com,http://www.ci.lynn.ma.us/
"Port of Grand Marais, United States",United States,+1 21 83872524 ,n/a,http://grandmarais.com/
"Port of Walla Walla, United States",United States,+1 50 95253100 ,info@portwallawalla.com,http://www.portwallawalla.com/
"Port of Pittsburgh, United States",United States,+1 41 22017330 ,mail@port.pittsburgh.pa.us,http://www.port.pittsburgh.pa.us/
"Port of Bienville, United States",United States,+1 22 84679231 ,headquarters@portandharbor.com,n/a
"Woods Hole Harbor, United States",United States,+1 50 85402351 ,n/a,n/a
"Lubec Harbor, United States",United States,+1 20 77332341 ,lubecadmin@wwsisp.com,http://lubecme.govoffice2.com/
"Highfield Anchorage, United States",United States,n/a,n/a,n/a
"Port of Manatee, United States",United States,+1 94 17226621 ,n/a,http://www.portmanatee.com/
"Stonington Harbor, United States",United States,+1 207 3672530 ,hunter04681@yahoo.com,http://www.stoningtonharbor.com/
"Wainwright Harbor, United States",United States,n/a,n/a,n/a
"Port of Hartford, United States",United States,+1 860 522-4888 ,311@hartford.gov,n/a
"Honokohau harbor, United States",United States,+1 808 329-4215 ,dlnr.bd.honokohauharbor@hawaii.gov,n/a
"Port of Depere, United States",United States,+1 92 03394050 ,n/a,n/a
"Pelican Yacht Harbor, United States",United States,n/a,n/a,n/a
"Savoonga Harbor, United States",United States,n/a,n/a,n/a
"Whippoorwill Marina, United States",United States,n/a,n/a,n/a
"Roche Harbor, United States",United States,+1 80 04518910 ,roche@rocheharbor.com,http://www.rocheharbor.com/
"Tonawanda Harbor   , United States",United States,+1 71 66925120  ,chamber@the-tonawandas.com,http://www.the-tonawandas.com/
"Port of Loring, United States",United States,n/a,n/a,n/a
"Port of Jefferson County, United States",United States,+1 636 7975337 ,n/a,http://www.missouriports.org
"Piney Point Harbor, United States",United States,n/a,n/a,n/a
"Port of Portland, United States",United States,+1 50 39447000 ,ContactUs@PortofPortland.com,http://www.portofportland.com/
"Calumet Harbor, United States",United States,+1 31 28465481 ,n/a,http://www.lrc.usace.army.mil/
"Port of Miami , United States",United States,+1 30 53474800 ,JUK@miamidade.gov,http://www.miamidade.gov/portofmiami/
"Brooklyn Harbor , United States",United States,+1 212 4357000 ,rhsu@panynj.gov,http://www.panynj.gov/
"Halfmoon Anchorage, United States",United States,n/a,n/a,n/a
"Port of Jacintoport, United States",United States,n/a,n/a,n/a
"Port of Port Angeles, United States",United States,+1 36 04578527 ,info@portofpa.com,http://www.portofpa.com/
"Munising Harbor, United States",United States,+1 90 63873445  ,n/a,http://www.cityofmunising.org/
"Gustavus Harbor, United States",United States,+1 907.697.2454 ,info@gustavusak.com,http://www.gustavusak.com/
"Kwiguk, United States",United States,n/a,n/a,n/a
"Port of Guntersville, United States",United States,+1 256 582-3297  ,n/a,n/a
"Port of Atlantic City, United States",United States,n/a,n/a,n/a
"Tinkers Harbor, United States",United States,n/a,n/a,n/a
"Port of Waterfall, United States",United States,+1 90 72259461 ,n/a,n/a
"Kettle Harbor, United States",United States,n/a,n/a,n/a
"Port of Cleveland, United States",United States,+1 21 62418004 ,info@portofcleveland.com,http://www.portofcleveland.com/
"Port Sulphur, United States",United States,n/a,n/a,n/a
"Koggiung, United States",United States,n/a,n/a,n/a
"Winterport Harbor, United States",United States,+1 20 72235055  ,n/a,http://www.winterportmaine.gov/
"Mahukona Harbor, United States",United States,n/a,n/a,n/a
"Port of Edmonds, United States",United States,+1 42 57754588 ,n/a,http://www.portofedmonds.org/
"Varner Harbor, United States",United States,n/a,n/a,n/a
"Kiska, United States",United States,n/a,n/a,n/a
"Shelter Cove, United States",United States,n/a,n/a,n/a
"Bayway Harbor, United States",United States,+1 212 4357000 ,rhsu@panynj.gov,http://www.panynj.gov/
"South Harbor, United States",United States,n/a,n/a,n/a
"Port of Umatilla, United States",United States,+1 54 19223224  ,portinfo@uci.net,http://www.portofumatilla.com/
"Tropic Isle Harbor, United States",United States,n/a,n/a,n/a
"Davisville Depot, United States",United States,n/a,n/a,n/a
"Elizabeth City, United States",United States,n/a,n/a,n/a
"Karluk, United States",United States,n/a,n/a,n/a
"Port of Hoboken, United States",United States,+1 20 14202000  ,n/a,n/a
"Sewaren Harbor, United States",United States,n/a,n/a,n/a
"Port of Savannah, United States",United States,+1 80 03428012 ,n/a,http://www.gaports.com/
"Waldport, United States",United States,n/a,n/a,n/a
"Platinum Harbor, United States",United States,n/a,n/a,n/a
"Richardson Harbor, United States",United States,n/a,n/a,n/a
"Port of Klickitat, United States",United States,+1 50 94931655 ,n/a,http://www.portofklickitat.com/
"San Joaquin Harbor, United States",United States,n/a,n/a,n/a
"Winchester Bay, United States",United States,n/a,n/a,n/a
"Pearl Harbor, United States",United States,n/a,n/a,n/a
"Skoot Cove, United States",United States,n/a,n/a,n/a
"Port of Samoa, United States",United States,+1 68 46334116 ,n/a,n/a
"Port of Sandypoint, United States",United States,n/a,n/a,n/a
"Port of Port Lavaca, United States",United States,+1 36 19872813 ,n/a,http://www.calhounport.com/
"Port Clinton, United States",United States,n/a,info@portclinton.org,http://www.portclinton.org/
"Cushman Harbor, United States",United States,n/a,n/a,n/a
"Honaunau-Napoopoo Harbor, United States",United States,n/a,n/a,n/a
"Port of Port Arthur, United States",United States,+1 40 99832029 ,larryk@portofportarthur.com,http://www.portofportarthur.com/
"Constantine Harbor, United States",United States,+1 907 2698872 ,n/a,http://dnr.alaska.gov/
"Port of Vancouver USA, United States",United States,+1 36 06933611 ,POVinfo@PortVanUSA.com,http://www.portvanusa.com/
"Scituate  Harbor , United States",United States,+1 64 728226 ,n/a,http://www.scituateri.org/
"Petes Harbor, United States",United States,+1 650 366-0922 ,steve@petesharbor.com,http://petesharbor.com/
"Port of Canaveral, United States",United States,+1 32 17837831 ,n/a,http://www.portcanaveral.com/
"Oceanside Harbor, United States",United States,+1 760 435-3065 ,harborstaff@ci.oceanside.ca.us,http://ci.oceanside.ca.us/
"Malakole Harbor, United States",United States,n/a,n/a,n/a
"Port of New Bourbon, United States",United States,+1 573 5478357 ,newbourbon@semorpc.org,http://www.missouriports.org/bourbon.html
"Depoe Bay Harbor, United States",United States,+1 54 17652361 ,info@ci.depoe-bay.or.us,http://ci.depoe-bay.or.us/
"Port of Nikiski, United States",United States,+1 907 5615111 ,n/a,http://www.bp.com/
"Port of Weirton, United States",United States,+1 30 47978503 ,n/a,n/a
"Dillingham Harbor, United States",United States,+1 90 78421069 ,harbor@dillinghamak.us,http://www.ci.dillingham.ak.us/
"Michigan City Harbor, United States",United States,+1 31 28465481 ,n/a,http://www.lrc.usace.army.mil/co-o/Mich_City.htm
"Port of Port Norfolk, United States",United States,+1 75 75334200 ,n/a,n/a
"Presque Isle, United States",United States,n/a,info@presqueisleharbor.org,http://www.presqueisleharbor.org/
"Pemaquid Beach Harbor, United States",United States,n/a,n/a,n/a
"Grand Isle, United States",United States,n/a,n/a,n/a
"Port Alexander, United States",United States,+1 907 568 2211 ,cityofportalexander@yahoo.com,http://www.commerce.state.ak.us/
